0.01	-4.605170
0.02	-3.912023
0.03	-3.506558
0.04	-3.218876
0.05	-2.995732
0.06	-2.813411
0.07	-2.659260
0.08	-2.525729
0.09	-2.407946
0.10	-2.302585
0.11	-2.207275
0.12	-2.120264
0.13	-2.040221
0.14	-1.966113
0.15	-1.897120
0.16	-1.832581
0.17	-1.771957
0.18	-1.714798
0.19	-1.660731
0.20	-1.609438
0.21	-1.560648
0.22	-1.514128
0.23	-1.469676
0.24	-1.427116
0.25	-1.386294
0.26	-1.347074
0.27	-1.309333
0.28	-1.272966
0.29	-1.237874
0.30	-1.203973
0.31	-1.171183
0.32	-1.139434
0.33	-1.108663
0.34	-1.078810
0.35	-1.049822
0.36	-1.021651
0.37	-0.994252
0.38	-0.967584
0.39	-0.941609
0.40	-0.916291
0.41	-0.891598
0.42	-0.867501
0.43	-0.843970
0.44	-0.820981
0.45	-0.798508
0.46	-0.776529
0.47	-0.755023
0.48	-0.733969
0.49	-0.713350
0.50	-0.693147
0.51	-0.673345
0.52	-0.653926
0.53	-0.634878
0.54	-0.616186
0.55	-0.597837
0.56	-0.579818
0.57	-0.562119
0.58	-0.544727
0.59	-0.527633
0.60	-0.510826
0.61	-0.494296
0.62	-0.478036
0.63	-0.462035
0.64	-0.446287
0.65	-0.430783
0.66	-0.415515
0.67	-0.400478
0.68	-0.385662
0.69	-0.371064
0.70	-0.356675
0.71	-0.342490
0.72	-0.328504
0.73	-0.314711
0.74	-0.301105
0.75	-0.287682
0.76	-0.274437
0.77	-0.261365
0.78	-0.248461
0.79	-0.235722
0.80	-0.223144
0.81	-0.210721
0.82	-0.198451
0.83	-0.186330
0.84	-0.174353
0.85	-0.162519
0.86	-0.150823
0.87	-0.139262
0.88	-0.127833
0.89	-0.116534
0.90	-0.105361
0.91	-0.094311
0.92	-0.083382
0.93	-0.072571
0.94	-0.061875
0.95	-0.051293
0.96	-0.040822
0.97	-0.030459
0.98	-0.020203
0.99	-0.010050
1.00	0.000000
1.01	0.009950
1.02	0.019803
1.03	0.029559
1.04	0.039221
1.05	0.048790
1.06	0.058269
1.07	0.067659
1.08	0.076961
1.09	0.086178
1.10	0.095310
1.11	0.104360
1.12	0.113329
1.13	0.122218
1.14	0.131028
1.15	0.139762
1.16	0.148420
1.17	0.157004
1.18	0.165514
1.19	0.173953
1.20	0.182322
1.21	0.190620
1.22	0.198851
1.23	0.207014
1.24	0.215111
1.25	0.223144
1.26	0.231112
1.27	0.239017
1.28	0.246860
1.29	0.254642
1.30	0.262364
1.31	0.270027
1.32	0.277632
1.33	0.285179
1.34	0.292670
1.35	0.300105
1.36	0.307485
1.37	0.314811
1.38	0.322083
1.39	0.329304
1.40	0.336472
1.41	0.343590
1.42	0.350657
1.43	0.357674
1.44	0.364643
1.45	0.371564
1.46	0.378436
1.47	0.385262
1.48	0.392042
1.49	0.398776
1.50	0.405465
1.51	0.412110
1.52	0.418710
1.53	0.425268
1.54	0.431782
1.55	0.438255
1.56	0.444686
1.57	0.451076
1.58	0.457425
1.59	0.463734
1.60	0.470004
1.61	0.476234
1.62	0.482426
1.63	0.488580
1.64	0.494696
1.65	0.500775
1.66	0.506818
1.67	0.512824
1.68	0.518794
1.69	0.524729
1.70	0.530628
1.71	0.536493
1.72	0.542324
1.73	0.548121
1.74	0.553885
1.75	0.559616
1.76	0.565314
1.77	0.570980
1.78	0.576613
1.79	0.582216
1.80	0.587787
1.81	0.593327
1.82	0.598837
1.83	0.604316
1.84	0.609766
1.85	0.615186
1.86	0.620576
1.87	0.625938
1.88	0.631272
1.89	0.636577
1.90	0.641854
1.91	0.647103
1.92	0.652325
1.93	0.657520
1.94	0.662688
1.95	0.667829
1.96	0.672944
1.97	0.678034
1.98	0.683097
1.99	0.688135
2.00	0.693147
2.01	0.698135
2.02	0.703098
2.03	0.708036
2.04	0.712950
2.05	0.717840
2.06	0.722706
2.07	0.727549
2.08	0.732368
2.09	0.737164
2.10	0.741937
2.11	0.746688
2.12	0.751416
2.13	0.756122
2.14	0.760806
2.15	0.765468
2.16	0.770108
2.17	0.774727
2.18	0.779325
2.19	0.783902
2.20	0.788457
2.21	0.792993
2.22	0.797507
2.23	0.802002
2.24	0.806476
2.25	0.810930
2.26	0.815365
2.27	0.819780
2.28	0.824175
2.29	0.828552
2.30	0.832909
2.31	0.837248
2.32	0.841567
2.33	0.845868
2.34	0.850151
2.35	0.854415
2.36	0.858662
2.37	0.862890
2.38	0.867100
2.39	0.871293
2.40	0.875469
2.41	0.879627
2.42	0.883768
2.43	0.887891
2.44	0.891998
2.45	0.896088
2.46	0.900161
2.47	0.904218
2.48	0.908259
2.49	0.912283
2.50	0.916291
2.51	0.920283
2.52	0.924259
2.53	0.928219
2.54	0.932164
2.55	0.936093
2.56	0.940007
2.57	0.943906
2.58	0.947789
2.59	0.951658
2.60	0.955511
2.61	0.959350
2.62	0.963174
2.63	0.966984
2.64	0.970779
2.65	0.974560
2.66	0.978326
2.67	0.982078
2.68	0.985817
2.69	0.989541
2.70	0.993252
2.71	0.996949
2.72	1.000632
2.73	1.004302
2.74	1.007958
2.75	1.011601
2.76	1.015231
2.77	1.018847
2.78	1.022451
2.79	1.026042
2.80	1.029619
2.81	1.033184
2.82	1.036737
2.83	1.040277
2.84	1.043804
2.85	1.047319
2.86	1.050822
2.87	1.054312
2.88	1.057790
2.89	1.061257
2.90	1.064711
2.91	1.068153
2.92	1.071584
2.93	1.075002
2.94	1.078410
2.95	1.081805
2.96	1.085189
2.97	1.088562
2.98	1.091923
2.99	1.095273
3.00	1.098612
3.01	1.101940
3.02	1.105257
3.03	1.108563
3.04	1.111858
3.05	1.115142
3.06	1.118415
3.07	1.121678
3.08	1.124930
3.09	1.128171
3.10	1.131402
3.11	1.134623
3.12	1.137833
3.13	1.141033
3.14	1.144223
3.15	1.147402
3.16	1.150572
3.17	1.153732
3.18	1.156881
3.19	1.160021
3.20	1.163151
3.21	1.166271
3.22	1.169381
3.23	1.172482
3.24	1.175573
3.25	1.178655
3.26	1.181727
3.27	1.184790
3.28	1.187843
3.29	1.190888
3.30	1.193922
3.31	1.196948
3.32	1.199965
3.33	1.202972
3.34	1.205971
3.35	1.208960
3.36	1.211941
3.37	1.214913
3.38	1.217876
3.39	1.220830
3.40	1.223775
3.41	1.226712
3.42	1.229641
3.43	1.232560
3.44	1.235471
3.45	1.238374
3.46	1.241269
3.47	1.244155
3.48	1.247032
3.49	1.249902
3.50	1.252763
3.51	1.255616
3.52	1.258461
3.53	1.261298
3.54	1.264127
3.55	1.266948
3.56	1.269761
3.57	1.272566
3.58	1.275363
3.59	1.278152
3.60	1.280934
3.61	1.283708
3.62	1.286474
3.63	1.289233
3.64	1.291984
3.65	1.294727
3.66	1.297463
3.67	1.300192
3.68	1.302913
3.69	1.305626
3.70	1.308333
3.71	1.311032
3.72	1.313724
3.73	1.316408
3.74	1.319086
3.75	1.321756
3.76	1.324419
3.77	1.327075
3.78	1.329724
3.79	1.332366
3.80	1.335001
3.81	1.337629
3.82	1.340250
3.83	1.342865
3.84	1.345472
3.85	1.348073
3.86	1.350667
3.87	1.353255
3.88	1.355835
3.89	1.358409
3.90	1.360977
3.91	1.363537
3.92	1.366092
3.93	1.368639
3.94	1.371181
3.95	1.373716
3.96	1.376244
3.97	1.378766
3.98	1.381282
3.99	1.383791
4.00	1.386294
4.01	1.388791
4.02	1.391282
4.03	1.393766
4.04	1.396245
4.05	1.398717
4.06	1.401183
4.07	1.403643
4.08	1.406097
4.09	1.408545
4.10	1.410987
4.11	1.413423
4.12	1.415853
4.13	1.418277
4.14	1.420696
4.15	1.423108
4.16	1.425515
4.17	1.427916
4.18	1.430311
4.19	1.432701
4.20	1.435085
4.21	1.437463
4.22	1.439835
4.23	1.442202
4.24	1.444563
4.25	1.446919
4.26	1.449269
4.27	1.451614
4.28	1.453953
4.29	1.456287
4.30	1.458615
4.31	1.460938
4.32	1.463255
4.33	1.465568
4.34	1.467874
4.35	1.470176
4.36	1.472472
4.37	1.474763
4.38	1.477049
4.39	1.479329
4.40	1.481605
4.41	1.483875
4.42	1.486140
4.43	1.488400
4.44	1.490654
4.45	1.492904
4.46	1.495149
4.47	1.497388
4.48	1.499623
4.49	1.501853
4.50	1.504077
4.51	1.506297
4.52	1.508512
4.53	1.510722
4.54	1.512927
4.55	1.515127
4.56	1.517323
4.57	1.519513
4.58	1.521699
4.59	1.523880
4.60	1.526056
4.61	1.528228
4.62	1.530395
4.63	1.532557
4.64	1.534714
4.65	1.536867
4.66	1.539015
4.67	1.541159
4.68	1.543298
4.69	1.545433
4.70	1.547563
4.71	1.549688
4.72	1.551809
4.73	1.553925
4.74	1.556037
4.75	1.558145
4.76	1.560248
4.77	1.562346
4.78	1.564441
4.79	1.566530
4.80	1.568616
4.81	1.570697
4.82	1.572774
4.83	1.574846
4.84	1.576915
4.85	1.578979
4.86	1.581038
4.87	1.583094
4.88	1.585145
4.89	1.587192
4.90	1.589235
4.91	1.591274
4.92	1.593309
4.93	1.595339
4.94	1.597365
4.95	1.599388
4.96	1.601406
4.97	1.603420
4.98	1.605430
4.99	1.607436
5.00	1.609438
5.01	1.611436
5.02	1.613430
5.03	1.615420
5.04	1.617406
5.05	1.619388
5.06	1.621366
5.07	1.623341
5.08	1.625311
5.09	1.627278
5.10	1.629241
5.11	1.631199
5.12	1.633154
5.13	1.635106
5.14	1.637053
5.15	1.638997
5.16	1.640937
5.17	1.642873
5.18	1.644805
5.19	1.646734
5.20	1.648659
5.21	1.650580
5.22	1.652497
5.23	1.654411
