79	257783
80	294514
81	390989
82	390478
83	380500
84	364876
85	271986
86	291991
87	408250
88	403382
89	408126
90	404049
91	393044
92	293772
93	303265
94	410607
95	409525
96	404450
97	400975
98	392876
99	285998
100	296927
101	422173
102	404103
103	403979
104	401458
105	374921
106	292682
107	316529
108	433910
109	405570
110	434478
111	423751
112	408915
113	314791
114	329457
115	449651
116	422639
117	425338
118	422579
119	407426
120	310273
121	334506
122	460080
123	449287
124	407818
125	297916
126	326003
127	336292
128	474132
129	451284
130	446075
131	431328
132	442949
133	426496
134	327808
135	344198
136	469820
137	421701
138	300135
139	467004
140	468447
141	362538
142	380816
143	492883
144	478647
145	483999
146	469116
147	458889
148	351990
149	386180
150	515008
151	502131
152	492643
153	484045
154	472533
155	359732
156	356123
157	522423
158	514860
159	506383
160	502003
161	490359
162	363657
163	387192
164	533708
165	516391
166	512015
167	508770
168	506512
169	381308
170	423462
171	553914
172	532760
173	523380
174	515292
175	504651
176	389746
177	415618
178	552251
179	538303
180	530468
181	495287
182	495360
183	357305
184	383346
185	553925
186	534522
187	523055
188	505504
189	476334
190	338078
191	338566
192	351643
193	529704
194	530620
195	518470
196	494155
197	462979
198	320916
199	350593
200	347396
201	575552
202	567602
203	542498
204	378169
205	407402
206	590877
207	582515
208	575228
209	553217
210	526465
211	384290
212	413423
213	604855
214	570502
215	564450
216	530265
217	510466
218	384450
219	406765
220	607290
223	550579
224	550579
225	340448
226	358246
227	556420
228	582057
229	582057
230	547712
231	517330
232	341836
233	350324
234	389638
235	572777
236	552397
237	556293
238	556293
239	357998
240	359616
241	564504
242	547439
243	532267
244	523898
245	490542
246	311813
247	324894
248	565838
249	556492
250	557602
251	549492
252	499620
253	333375
254	347591
255	576783
256	554053
257	545953
258	540604
259	504562
260	312901
261	326581
262	560980
263	552095
264	546038
265	540703
266	508215
267	314578
268	341465
269	586923
270	575988
271	494073
272	560107
273	530526
274	341574
275	354162
276	603190
277	583900
278	572051
279	578310
280	547352
281	360534
282	364656
283	617810
284	589015
285	570457
286	576496
287	541625
288	368547
289	371957
290	580734
291	610058
292	613507
293	561397
294	558683
295	356397
